country;iso3;year;sex;age_group;pop;type;expected.mean;acm.mean;excess.mean
Austria;AUT;2021;Male;45-54;642293;reported;1746,773022;1889,855838;143,0203156
Austria;AUT;2021;Male;55-64;642920;reported;4924,789892;5227,965512;303,1131198
Austria;AUT;2021;Male;65-74;414036;reported;7725,871466;8704,577632;978,6436662
Austria;AUT;2021;Male;75-84;267651;reported;13615,11489;14330,98859;715,8111952
Austria;AUT;2021;Male;>85;68528;reported;10642,12906;13061,38283;2419,191273
Azerbaijan;AZE;2020;Female;0-24;1821939;reported;1306,790368;1117,275282;-738,8990998
Azerbaijan;AZE;2020;Female;25-34;927431;reported;492,451209;518,6947684;-518,1943068
Azerbaijan;AZE;2020;Female;35-44;779168;reported;801,5255416;898,9959217;-446,6826714
Azerbaijan;AZE;2020;Female;45-54;669622;reported;1835,325344;2493,335372;119,3606526
Azerbaijan;AZE;2020;Female;55-64;613083;reported;4945,261318;7166,088893;1696,991777
Azerbaijan;AZE;2020;Female;65-74;262006;reported;6071,524052;8219,230548;1620,211077
Azerbaijan;AZE;2020;Female;75-84;106082;reported;8760,732657;10412,15051;1110,641749
Azerbaijan;AZE;2020;Female;>85;26018;reported;5569,657868;6798,635986;689,6804259
Azerbaijan;AZE;2020;Male;0-24;2047052;reported;2133,482467;3372,07857;707,4494254
Azerbaijan;AZE;2020;Male;25-34;907232;reported;1009,811255;2287,432677;749,6468713
Azerbaijan;AZE;2020;Male;35-44;742826;reported;1692,948023;2158,040273;-75,94911633
Azerbaijan;AZE;2020;Male;45-54;590979;reported;3789,927434;4671,628369;341,6508979
Azerbaijan;AZE;2020;Male;55-64;520021;reported;8784,182853;11511,42337;2201,60089
Azerbaijan;AZE;2020;Male;65-74;196399;reported;7422,368807;10556,16988;2617,078853
Azerbaijan;AZE;2020;Male;75-84;60090;reported;6750,619628;8464,513541;1178,68878
Azerbaijan;AZE;2020;Male;>85;12210;reported;2955,482723;4273,306028;785,8779634
Azerbaijan;AZE;2021;Female;0-24;1803909;reported;1225,647017;1043,253367;-190,2815856
Azerbaijan;AZE;2021;Female;25-34;909505;reported;484,2056566;566,0803057;77,92952495
Azerbaijan;AZE;2021;Female;35-44;806191;reported;829,5848913;1075,890203;242,7398515
Azerbaijan;AZE;2021;Female;45-54;663126;reported;1807,977302;2780,883569;972,4265809
Azerbaijan;AZE;2021;Female;55-64;628491;reported;4992,635478;7613,386219;2624,786751
Azerbaijan;AZE;2021;Female;65-74;284562;reported;6540,001935;9921,59836;3387,519661
Azerbaijan;AZE;2021;Female;75-84;99216;reported;8233,966297;10637,35795;2397,420643
Azerbaijan;AZE;2021;Female;>85;26810;reported;5686,162774;7408,093525;1717,255967
Azerbaijan;AZE;2021;Male;0-24;2032425;reported;2032,938284;1842,293162;-200,6717444
Azerbaijan;AZE;2021;Male;25-34;895779;reported;992,5047863;1302,097244;306,0960424
Azerbaijan;AZE;2021;Male;35-44;767410;reported;1762,878493;2107,889488;339,8073963
Azerbaijan;AZE;2021;Male;45-54;586400;reported;3724,008178;4699,704486;970,3131059
Azerbaijan;AZE;2021;Male;55-64;527075;reported;8917,026619;11342,98887;2418,409455
Azerbaijan;AZE;2021;Male;65-74;211583;reported;8026,037835;11323,85693;3299,276823
Azerbaijan;AZE;2021;Male;75-84;55354;reported;6270,822399;8118,694483;1842,665234
Azerbaijan;AZE;2021;Male;>85;12335;reported;3138,251897;4514,931839;1375,893179
Burundi;BDI;2020;Female;0-24;3945215;predicted;16811,80411;16815,84949;0
Burundi;BDI;2020;Female;25-34;860211;predicted;3015,868701;2622,418427;-369,0320092
Burundi;BDI;2020;Female;35-44;648107;predicted;3011,128389;2866,676629;-135,9157139
Burundi;BDI;2020;Female;45-54;328103;predicted;2272,081547;2299,507712;25,16483571
Burundi;BDI;2020;Female;55-64;200056;predicted;2724,540006;2823,831307;92,34386082
Burundi;BDI;2020;Female;65-74;121598;predicted;4030,213849;4147,567562;108,959955
Burundi;BDI;2020;Female;75-84;43825;predicted;3531,315584;3391,926727;-131,292954
Burundi;BDI;2020;Female;>85;6085;predicted;1097,220602;1168,345392;66,3406535
Burundi;BDI;2020;Male;0-24;3974484;predicted;20304,42036;20309,30616;0
Burundi;BDI;2020;Male;25-34;847627;predicted;3824,964835;3264,326644;-525,7375013
Burundi;BDI;2020;Male;35-44;625725;predicted;3565,679102;3338,952737;-213,0670589
Burundi;BDI;2020;Male;45-54;311260;predicted;2843,308161;2909,087986;60,94328226
Burundi;BDI;2020;Male;55-64;177993;predicted;3127,835236;3399,637541;253,759762
Burundi;BDI;2020;Male;65-74;96782;predicted;3692,992632;4039,605854;323,6712716
Burundi;BDI;2020;Male;75-84;29329;predicted;2698,580716;2788,478526;83,55541619
Burundi;BDI;2020;Male;>85;3196;predicted;662,1659614;755,9093038;87,61440679
Burundi;BDI;2021;Female;0-24;4045513;predicted;16455,71532;16459,57322;0
Burundi;BDI;2021;Female;25-34;866909;predicted;3042,716359;3001,346092;-42,32020686
Burundi;BDI;2021;Female;35-44;679572;predicted;3158,769756;3449,787143;291,9088326
Burundi;BDI;2021;Female;45-54;346329;predicted;2401,438311;2804,289076;404,549507
Burundi;BDI;2021;Female;55-64;204001;predicted;2758,005302;3131,076936;374,5188877
Burundi;BDI;2021;Female;65-74;125417;predicted;4190,154423;4488,233267;298,7668312
Burundi;BDI;2021;Female;75-84;44999;predicted;3548,974365;3676,390261;127,2955489
Burundi;BDI;2021;Female;>85;6247;predicted;964,1660744;1105,361145;141,7615847
Burundi;BDI;2021;Male;0-24;4076520;predicted;19936,90111;19941,57514;0
Burundi;BDI;2021;Male;25-34;854867;predicted;3919,172473;3903,679636;-16,50392157
Burundi;BDI;2021;Male;35-44;656275;predicted;3783,588733;4146,546945;364,1068156
Burundi;BDI;2021;Male;45-54;328512;predicted;3027,503471;3497,219409;471,6430072
Burundi;BDI;2021;Male;55-64;181919;predicted;3234,06623;3598,602239;365,8230377
Burundi;BDI;2021;Male;65-74;100280;predicted;3864,507732;4175,055874;311,3830088
Burundi;BDI;2021;Male;75-84;29996;predicted;2768,259158;2875,817235;107,5101463
Burundi;BDI;2021;Male;>85;3220;predicted;650,6986915;708,5273844;58,00040853
Belgium;BEL;2020;Female;0-24;1589895;reported;353,7506288;363,5754347;-85,42519413
Belgium;BEL;2020;Female;25-34;745281;reported;218,8311987;205,759724;-108,3214746
Belgium;BEL;2020;Female;35-44;745136;reported;525,0093725;536,3736496;-83,88572299
Belgium;BEL;2020;Female;45-54;766422;reported;1472,200406;1463,291241;-104,1591646
Belgium;BEL;2020;Female;55-64;769903;reported;3741,65023;3683,698361;-153,2018696
Belgium;BEL;2020;Female;65-74;617209;reported;6833,775344;7674,03864;745,0132962
Belgium;BEL;2020;Female;75-84;397873;reported;12995,82744;15449,95831;2358,880864
Belgium;BEL;2020;Female;>85;203520;reported;29386,10278;35235,86331;5754,510531
Belgium;BEL;2020;Male;0-24;1665344;reported;591,2498681;529,3818143;-157,1180538
Belgium;BEL;2020;Male;25-34;755373;reported;495,4909488;499,4168059;-91,32414292
Belgium;BEL;2020;Male;35-44;754092;reported;908,4681796;940,9012624;-62,81691729
Belgium;BEL;2020;Male;45-54;785960;reported;2264,433214;2465,121354;105,43814
Belgium;BEL;2020;Male;55-64;763577;reported;6062,040443;6334,602766;177,3123235
Belgium;BEL;2020;Male;65-74;566944;reported;10875,52583;12480,42598;1509,65015
Belgium;BEL;2020;Male;75-84;303962;reported;15167,48401;18079,88721;2817,153199
Belgium;BEL;2020;Male;>85;102968;reported;16791,92942;20805,70414;3918,524717
Belgium;BEL;2021;Female;0-24;1591847;reported;345,6660882;342,9145027;-5,564085532
Belgium;BEL;2021;Female;25-34;746447;reported;215,7607422;227,943168;9,36992576
Belgium;BEL;2021;Female;35-44;750422;reported;520,0911744;563,8594155;40,9557411
Belgium;BEL;2021;Female;45-54;758278;reported;1439,036501;1442,640313;0,7913121
Belgium;BEL;2021;Female;55-64;775471;reported;3763,678803;3504,126332;-262,3649707
Belgium;BEL;2021;Female;65-74;626145;reported;6817,06957;7515,126287;695,2442174
Belgium;BEL;2021;Female;75-84;404515;reported;12774,76712;13533,62572;756,0460996
Belgium;BEL;2021;Female;>85;203653;reported;29489,63585;28448,90696;-1043,541389
Belgium;BEL;2021;Male;0-24;1667952;reported;571,0634925;560,8601633;-13,01582926
Belgium;BEL;2021;Male;25-34;759269;reported;482,2465086;502,8746205;17,81561196
Belgium;BEL;2021;Male;35-44;758705;reported;892,8759082;989,7532293;94,06482104
Belgium;BEL;2021;Male;45-54;776877;reported;2190,033151;2344,415477;151,5698263
Belgium;BEL;2021;Male;55-64;771557;reported;6054,62643;6092,480989;35,04205903
Belgium;BEL;2021;Male;65-74;575320;reported;10809,03146;11908,03102;1096,187067
Belgium;BEL;2021;Male;75-84;311693;reported;15092,91074;16494,8874;1399,164168
Belgium;BEL;2021;Male;>85;103952;reported;17005,14184;17830,55439;822,6000471
Benin;BEN;2020;Female;0-24;3869588;predicted;21968,38876;21973,396;0
Benin;BEN;2020;Female;25-34;896989;predicted;2966,118931;2576,96275;-441,0568609
Benin;BEN;2020;Female;35-44;629923;predicted;2811,037185;2681,021827;-147,8245047
Benin;BEN;2020;Female;45-54;427371;predicted;2829,01746;2865,990375;41,10167275
Benin;BEN;2020;Female;55-64;271129;predicted;3419,614446;3546,158228;142,2899997
Benin;BEN;2020;Female;65-74;145234;predicted;4641,869708;4777,407534;152,1506819
Benin;BEN;2020;Female;75-84;61991;predicted;4737,109984;4552,933148;-209,5995867
Benin;BEN;2020;Female;>85;9442;predicted;1644,315629;1785,055638;158,809449
Benin;BEN;2020;Male;0-24;3979200;predicted;25960,82863;25966,74586;0
Benin;BEN;2020;Male;25-34;907128;predicted;3554,734812;3031,759933;-592,6113532
Benin;BEN;2020;Male;35-44;613600;predicted;3067,965664;2880,217883;-213,2093213
Benin;BEN;2020;Male;45-54;406319;predicted;3321,195393;3405,145576;94,12491095
Benin;BEN;2020;Male;55-64;251354;predicted;3940,864049;4285,242144;388,6136893
Benin;BEN;2020;Male;65-74;122583;predicted;4295,004971;4700,431298;457,5924353
Benin;BEN;2020;Male;75-84;44566;predicted;3721,713108;3847,545638;141,4073833
Benin;BEN;2020;Male;>85;5644;predicted;1104,440554;1292,652161;212,6581166
Benin;BEN;2021;Female;0-24;3969467;predicted;21743,98384;21745,54317;0
Benin;BEN;2021;Female;25-34;922630;predicted;2994,259678;2943,884092;-50,68141485
Benin;BEN;2021;Female;35-44;651445;predicted;2860,274098;3120,793761;260,7833094
Benin;BEN;2021;Female;45-54;440205;predicted;2872,897487;3347,521374;475,2721795
Benin;BEN;2021;Female;55-64;281461;predicted;3488,120567;3954,320004;466,7883591
Benin;BEN;2021;Female;65-74;148218;predicted;4682,77987;5000,983038;318,4397565
Benin;BEN;2021;Female;75-84;63530;predicted;4799,048121;4960,054944;160,9519846
Benin;BEN;2021;Female;>85;9534;predicted;1630,79988;1914,425026;284,0187282
Benin;BEN;2021;Male;0-24;4081233;predicted;25793,51816;25795,36789;0
Benin;BEN;2021;Male;25-34;935365;predicted;3627,017574;3601,812316;-25,51121892
Benin;BEN;2021;Male;35-44;636305;predicted;3144,6002;3442,617183;298,3277269
Benin;BEN;2021;Male;45-54;418298;predicted;3388,303436;3904,161155;516,5432354
Benin;BEN;2021;Male;55-64;260651;predicted;4078,591964;4529,35691;451,2836548
Benin;BEN;2021;Male;65-74;126381;predicted;4389,756879;4731,240471;341,7831547
Benin;BEN;2021;Male;75-84;45513;predicted;3793,935909;3931,727615;137,7672726
Benin;BEN;2021;Male;>85;5590;predicted;1105,122256;1235,037054;130,0693505
Burkina Faso;BFA;2020;Female;0-24;6806847;predicted;36374,25665;36376,42489;0
Burkina Faso;BFA;2020;Female;25-34;1504245;predicted;4725,892968;4160,709032;-571,1378081
Burkina Faso;BFA;2020;Female;35-44;1064630;predicted;4200,963114;4059,775563;-142,8567268
Burkina Faso;BFA;2020;Female;45-54;666345;predicted;4002,818351;4110,363027;108,3824538
Burkina Faso;BFA;2020;Female;55-64;433368;predicted;5541,131349;5823,960506;285,3325896
Burkina Faso;BFA;2020;Female;65-74;234325;predicted;8236,266594;8588,587927;355,3595717
Burkina Faso;BFA;2020;Female;75-84;85885;predicted;8077,47836;7874,668685;-205,3303746
Burkina Faso;BFA;2020;Female;>85;7925;predicted;1647,31468;1705,09902;58,26479206
Burkina Faso;BFA;2020;Male;0-24;7004271;predicted;42371,7788;42374,30455;0
Burkina Faso;BFA;2020;Male;25-34;1499908;predicted;5669,686696;4904,255921;-773,4501394
Burkina Faso;BFA;2020;Male;35-44;1039156;predicted;5349,586751;5092,092797;-260,3989511
Burkina Faso;BFA;2020;Male;45-54;600350;predicted;5341,264341;5546,805498;207,2813495
Burkina Faso;BFA;2020;Male;55-64;352218;predicted;6482,706165;7143,464827;666,9964013
Burkina Faso;BFA;2020;Male;65-74;164285;predicted;7161,001667;7938,312917;784,6772853
Burkina Faso;BFA;2020;Male;75-84;54372;predicted;5825,04752;6113,203041;290,6952884
Burkina Faso;BFA;2020;Male;>85;3844;predicted;890,6393407;997,5177929;107,8969231
Burkina Faso;BFA;2021;Female;0-24;6967214;predicted;35816,34663;35817,90393;0
Burkina Faso;BFA;2021;Female;25-34;1543982;predicted;4750,085705;4800,086324;49,83509317
Burkina Faso;BFA;2021;Female;35-44;1105583;predicted;4278,605101;4800,251656;521,8899721
Burkina Faso;BFA;2021;Female;45-54;690660;predicted;4085,813246;4900,287758;814,967479
Burkina Faso;BFA;2021;Female;55-64;446742;predicted;5621,049989;6552,872561;932,3453751
Burkina Faso;BFA;2021;Female;65-74;239132;predicted;8251,716224;9070,79696;819,3962136
Burkina Faso;BFA;2021;Female;75-84;88195;predicted;8185,215825;8706,864458;521,7220523
Burkina Faso;BFA;2021;Female;>85;8024;predicted;1647,156287;1917,2976;270,2921119
Burkina Faso;BFA;2021;Male;0-24;7171647;predicted;41904,83326;41906,65528;0
Burkina Faso;BFA;2021;Male;25-34;1540739;predicted;5760,735938;5887,252716;126,3702885
Burkina Faso;BFA;2021;Male;35-44;1080952;predicted;5512,112794;6213,294209;701,519012
Burkina Faso;BFA;2021;Male;45-54;625967;predicted;5493,561216;6517,213534;1024,256295
Burkina Faso;BFA;2021;Male;55-64;364257;predicted;6648,876565;7602,975044;954,5949
Burkina Faso;BFA;2021;Male;65-74;167389;predicted;7176,556564;7960,637724;784,4146002
Burkina Faso;BFA;2021;Male;75-84;55731;predicted;5922,576735;6325,338517;402,8357522
Burkina Faso;BFA;2021;Male;>85;3835;predicted;886,6857212;990,6747218;104,0360564
Bangladesh;BGD;2020;Female;0-24;38368547;predicted;56880,34295;56954,7432;0
Bangladesh;BGD;2020;Female;25-34;14214829;predicted;14251,70192;13111,88603;-1177,81831
Bangladesh;BGD;2020;Female;35-44;12041636;predicted;20216,15216;20379,84543;139,5440957
Bangladesh;BGD;2020;Female;45-54;8902635;predicted;24857,08639;26585,4857;1724,228818
Bangladesh;BGD;2020;Female;55-64;5929087;predicted;42800,93478;46854,9459;4064,844921
Bangladesh;BGD;2020;Female;65-74;3287200;predicted;69312,85585;75280,31048;5975,009805
Bangladesh;BGD;2020;Female;75-84;1326028;predicted;78871,55091;79858,83325;898,8933196
Bangladesh;BGD;2020;Female;>85;266193;predicted;41532,89343;48457,39954;6985,000082
Bangladesh;BGD;2020;Male;0-24;39609828;predicted;64284,19085;64368,27543;0
Bangladesh;BGD;2020;Male;25-34;14096762;predicted;17234,07263;15593,62958;-1690,778491
Bangladesh;BGD;2020;Male;35-44;10946549;predicted;25260,25482;25130,28062;-165,7393762
Bangladesh;BGD;2020;Male;45-54;8276970;predicted;46627,61277;50476,58488;3851,290145
Bangladesh;BGD;2020;Male;55-64;5603349;predicted;71553,69368;82152,88869;10681,17925
Bangladesh;BGD;2020;Male;65-74;3110047;predicted;99946,97305;115253,2647;15429,18494
Bangladesh;BGD;2020;Male;75-84;1214054;predicted;98236,38849;107000,7388;8780,184682
Bangladesh;BGD;2020;Male;>85;192367;predicted;37737,85551;46567,6647;8927,192931
Bangladesh;BGD;2021;Female;0-24;38245935;predicted;55079,45265;55108,5363;0
Bangladesh;BGD;2021;Female;25-34;14371216;predicted;13846,07026;14308,16804;456,849886
Bangladesh;BGD;2021;Female;35-44;12289050;predicted;20213,75934;23140,37526;2929,171332
Bangladesh;BGD;2021;Female;45-54;9219341;predicted;25081,81984;30610,35725;5540,314949
Bangladesh;BGD;2021;Female;55-64;6068285;predicted;42879,06811;50776,7497;7910,767211
Bangladesh;BGD;2021;Female;65-74;3472763;predicted;71472,77677;79835,5105;8362,762323
Bangladesh;BGD;2021;Female;75-84;1385110;predicted;81544,32059;88223,83319;6666,562627
Bangladesh;BGD;2021;Female;>85;284024;predicted;44365,92215;55292,07976;10952,19401
Bangladesh;BGD;2021;Male;0-24;39522433;predicted;62375,87304;62408,80942;0
Bangladesh;BGD;2021;Male;25-34;14317170;predicted;17036,04221;17807,8247;766,2475046
Bangladesh;BGD;2021;Male;35-44;11237248;predicted;25558,21943;29419,60494;3865,346904
Bangladesh;BGD;2021;Male;45-54;8470138;predicted;47559,44816;57305,54356;9765,084222
Bangladesh;BGD;2021;Male;55-64;5746858;predicted;72443,24435;83880,2975;11450,5144
Bangladesh;BGD;2021;Male;65-74;3239084;predicted;103481,038;116304,8704;12827,12187
Bangladesh;BGD;2021;Male;75-84;1251775;predicted;101513,7767;109761,7418;8231,538402
Bangladesh;BGD;2021;Male;>85;199005;predicted;39436,22464;46029,70574;6602,476075
Bulgaria;BGR;2020;Female;0-24;773774;reported;324,4861572;300,922732;-23,56342514
Bulgaria;BGR;2020;Female;25-34;413034;reported;194,612863;203,9476323;9,334769392
Bulgaria;BGR;2020;Female;35-44;488040;reported;637,8602044;699,8203071;61,96010273
Bulgaria;BGR;2020;Female;45-54;491043;reported;1648,163883;1916,507898;268,3440156
Bulgaria;BGR;2020;Female;55-64;497400;reported;3878,969205;4919,736759;1040,767553
Bulgaria;BGR;2020;Female;65-74;506997;reported;9325,512545;11668,00401;2342,491461
Bulgaria;BGR;2020;Female;75-84;316216;reported;17795,07967;19767,92419;1972,844519
Bulgaria;BGR;2020;Female;>85;99468;reported;17895,86655;19293,06612;1397,19957
Bulgaria;BGR;2020;Male;0-24;823100;reported;537,8813512;483,8757552;-54,00559602
Bulgaria;BGR;2020;Male;25-34;438274;reported;504,3398655;505,8701077;1,530242181
Bulgaria;BGR;2020;Male;35-44;522854;reported;1315,918572;1639,579005;323,6604332
Bulgaria;BGR;2020;Male;45-54;511687;reported;3863,62963;4454,856126;591,2264963
Bulgaria;BGR;2020;Male;55-64;466042;reported;8841,502308;10455,31539;1613,813079
Bulgaria;BGR;2020;Male;65-74;380729;reported;14821,28133;18691,20066;3869,919325
Bulgaria;BGR;2020;Male;75-84;186131;reported;15293,43383;18234,31797;2940,884146
Bulgaria;BGR;2020;Male;>85;52229;reported;10020,40981;11468,05535;1447,645535
Bulgaria;BGR;2021;Female;0-24;765862;reported;319,60106;366,1105161;43,75945606
Bulgaria;BGR;2021;Female;25-34;393890;reported;184,4523889;280,0845478;92,88215887
Bulgaria;BGR;2021;Female;35-44;478986;reported;628,7429964;855,2581727;223,7651763
Bulgaria;BGR;2021;Female;45-54;498472;reported;1680,339014;2398,724091;715,6350778
Bulgaria;BGR;2021;Female;55-64;483367;reported;3777,954506;6076,834385;2296,129879
Bulgaria;BGR;2021;Female;65-74;501129;reported;9189,194817;15220,59457;6028,649752
Bulgaria;BGR;2021;Female;75-84;318250;reported;17724,48909;24373,35747;6646,118376
Bulgaria;BGR;2021;Female;>85;98691;reported;17857,63201;22146,69532;4286,313307
Bulgaria;BGR;2021;Male;0-24;815656;reported;529,2781917;544,1642643;12,13607259
